stopword removal,Score,Sentiment
orang reza maaf tanyaknpa tersentuh hukum orang kuatdia kuatnya hartanya hukum alam menghukumnya sebentar tinggal menunggu karma nyayg menyengsarakan rakyatpasti balasanya,-3,Negatif
petrus diaktifkan siriza preman preman elite,1,Positif
hukum mati ketangkap jgnnego,0,Netral
imigran yaman rapi menempati posisi strategis negeri skenario menguasai nusantara alim sd provokator ulungkoruptor kakap,0,Netral
prabowo sehat selalupanjang umur bereskan bersihkan kotoran dinegara pakudah plak keraknya,-1,Negatif
rayat bersatu presiden probowo subiyanto membela kebenaran maju pantang mundur penghalang hancur pelintang lembur tenang presiden rakyat presiden probowo subiyanto,0,Netral
rakyat diam korek korek keluarga jokowi pembenci jokowi,0,Netral
share lok rumah riza kalitbiar dibalas rakyat,2,Positif
bapan pemeriksa keuangan prabowo nangkap riza chalid omon omon,0,Netral
tangkap adili hukum mati riza chalid,-1,Negatif
semoga terbukti amin,1,Positif
kuatlahbuktinya tangkap,-1,Negatif
pantesanini bikin pertamina rugi,-1,Negatif
sita rampas aset kekayaannya terlevih kabur kemanapun tertangkap hukum,-2,Negatif
riza chalid setingan jokowi melindungi jenderal jenderal sekian jenderal mantan jenderal tg melindunginya mssa pakai presiden,0,Netral
dukungan rakyat merubah,1,Positif
biarkan hukum alam menyentuh pelawak berjoget tunggu hukum alam bertindak lolos pejabat korup silakan bersenang hukum alam melibasmu,-3,Negatif
pemerintah prabowo subianto menangkap yaman selatan iniberbahaya kesatuan persatuan bangsa indonesia,0,Netral
tenan po ra,0,Netral
smgat pakai president olloh swt orag,0,Netral
takut chalid kopassus,0,Netral
sehat semangat prabowo,0,Netral
ayo rakyat berjuang sejarah indonesia mengusir penjajah senjata canggih semangat juang menumpas penjajah senjata sederhana bambu runcing mengusir penjajah intinya allah berpihak kebenaran,-3,Negatif
koar koar buktikan menunggu janji mu rakyat dukung,0,Netral
yaman,0,Netral
koruptor cepat serahkan dirimu uu disahkan,-1,Negatif
semangat prabowo,0,Netral
contoh sysvester divonis menjabat pejabat bumn tangkap reza chalid biang kerok migas bumi pertiwi indonesia presedinntunjukan taring singa mu rakyat menantibdgn ketegasan berpolitik omon omon prabowo ganti kapolri cari idealis peganti jendpolmhofgrng ketangkapbtuh reza biang kerok migas makan sumber daya alam dimiliki masyarakat bumi pertiwi makmur ok,-2,Negatif
rumahnya sita rancamaya,0,Netral
lawan rakyatt,0,Netral
rabowo omon omon allah prabowo tom lembong hasto dibebaskan nyesal dukung presiden omon,2,Positif
mafia hukum migas tambang pajak peradilan hukum dll menjerat rakyat mati peduli,-2,Negatif
dalang murni nurani rakyat,0,Netral
rizal halit musuh negara musuh rakyat indonesia kejar yth bapan pemeriksa keuangan prabowo subianto rakyat bersatu yth bapan pemeriksa keuangan prabowo subianto mas gibran pemimpin syah,-4,Negatif
basmiiiiii pakkkkk,0,Netral
orang menghempaskan kelompok chalit pemerintah prizal chalik jokowi ramai prabowo lurus berantas,-1,Negatif
kalah gerombolan riza khalid,-2,Negatif
kekuatan asing isu nimbrung terbuai rizal chalik orang dilindungi kelompok,-1,Negatif
negara menang rizal chalik positif diringkus prabowo,1,Positif
maju prakyat mndukung presiden kawatiryg korup bantai,-1,Negatif
gue pilih prabowo pemilu gue pikir keraskejam pengusaha melipir tikus,-1,Negatif
semangetpapolisicariajahbosnya,0,Netral
pemerintah membersihkan pejabat berbau imigran yaman bersihkan mencabut kewarganegaraan orang aseng imigran yaman,-2,Negatif
dekengan anis imigran yaman rizikbahar si pembenci pakai jokowi pemakzulan gybran tanda makar pemerintah rizacolid dpo,-1,Negatif
butuh dukungan masyarakat kelompok menghambat kerja p prabowo membikin kegaduhan,-2,Negatif
kekuatan uang menggerakkan sluruh massa provinsi,1,Positif
gasak trspara koroptor,-1,Negatif
omon omon,0,Netral
pemerintah berani tangkap proses riza chalid kuat,0,Netral
tangkap jebloskan penjara hukuman tembak riza calid kelompok yaman,-4,Negatif
orang jokowidodo kebal hukum,0,Netral
sekuat repuplik kabinet penuh mafia,-2,Negatif
omon omon bro bukti,-1,Negatif
bantuan hukum terindikasi mapia presiden,1,Positif
bacot periksa luhut geng solo,0,Netral
prabowo permainan,0,Netral
riza halid hukum panglima tertinggi negara kesatuan republik indonesia bertanggung koropsi mu,2,Positif
maju bapan pemeriksa keuangan rakyat bapan pemeriksa keuangan berjuanglah,0,Netral
berantas koruptor indonesia secepatnya presiden prabowo subianto buktikan rakyat indonesia,2,Positif
bersih bos lresiden,1,Positif
pattriot jual neggri,1,Positif
beku semu asett mpia ter masuk rekening koruptop abai pubblik gas pol presinen,-3,Negatif
buktikan omon doang,0,Netral
riza cholid tangkap,-1,Negatif
antek amerika,-1,Negatif
lihat mukanya rizal calit manusia beres tangkap n krangkeng seumur hidup,0,Netral
ngeri nih sanggup memikirkannya semoga sukses,1,Positif
prabowo menangkap rizachalid,0,Netral
semoga prabowo menghapus korupsi indonesia amin,-2,Negatif
cepat ucapan bp angat suruh kopl suruh sersan mayor janganditasnya diatasnya terkontaminasi,-2,Negatif
subhsanalah orang depeo eehariain bergesekan hidup dasar konoha,0,Netral
atasan pegawai korup sesaorang untouchable,1,Positif
presiden ku prabowo besama mu tamgkap tikus negara riza halid,1,Positif
assalamualaikum koruptor hukum mati sahkan uu perampasan aset undang undang ketenaga pekerjaan waktumya indonesiya emas hayo bp peresiden perabowo buktikankami pendukung bpharus amanah tebang pilih,6,Positif
mantan jenderal berkuasa oknum,0,Netral
pakai presiden memberantas koruptor vonis pengampunan buktikan ruu perampasan aset koruptor wajib disahkan,-1,Negatif
dewan perwakilan rakyat memblepara pendemo pindah demonya rumah mafia migas merampok uang negara,-2,Negatif
nama persident hebat menuntaskam korupsi diberantas mafiaya,-1,Negatif
riza chalid pemasok minyak murah sahroni jual kapal asing mafia,-1,Negatif
pemerintah aparat kalah korupsi dibawa kemana negeri bos,-2,Negatif
hancur ketemu orang kebal hukumapa pemerintah kalah itubearti uang melebihi negara shg tni takut koruptor koruptor itudosa azab menimpa nyakoruptor jahat berperasaan,-3,Negatif
gas prabowo omon omon,-1,Negatif
semangat koruptor hukuman seumur hidup mati,0,Netral
vid,0,Netral
geng yaman,0,Netral
lawan mafia mafia bbm merusak bangsa indonesiabapak prabowo,-2,Negatif
nkri kuat reza chalidsekaya apapun negara kedaulatan akui dunia internasionalsampai kalah penyokong dana demo reza chalid memalukan sekalimasak negara kalah reza chalidharus cari buruindonesia bendera hukummasak menangkap cukongpendana demo,-4,Negatif
diistirahatkan maaf coy gantian,0,Netral
buktikan prabowo rakyat mendukung,0,Netral
main sukabumi,0,Netral
bawa bawa sumpah janjimu kau tepatidesak dewan perwakilan rakyat mengesahkan ruu perampasan aset koruptor hukum mati,-1,Negatif
turunkan harga sembako,1,Positif
rakyatt bodohoknum coba narasi jelek era prabowo mempan lagimaju brobowwooo,-2,Negatif
utang hasil korupsi bayar utang negeri,-2,Negatif
tuhan allah hajar mereke,1,Positif
rizal chalid imigran yaman nadiem makarim imigran yamananies imigran yamanfaisal asegaf imigran yaman rizieq imigran yamanbahar smit imigran yaman bgitulah imigran yaman ngusai indonesia memunculkan anies plecident ngusai indonesia,1,Positif
p prabowo bersihkn koruptor mafia tambang dll tercatat presidn ri papiling jozzz,-1,Negatif
edan korup terbesar ketahuan,-3,Negatif
raden,0,Netral
presiden melawan eskobar pasukan elit prajurit melawan manusia serakah,1,Positif
omon bapan pemeriksa keuangan presiden hprabowobuktikan nyata rakyat mu percaya kepemimpinan indonesia kesejahteraan rakyatmuselaku pemimpin tunduk siapunsiapapun pelaku koruptornya sekuat pelindungnya disikat,2,Positif
prabowo bkl sanggupadakabinet melolos kabur,-1,Negatif
rupane gilani,0,Netral
mafia berjalan kerja,0,Netral
itansi lembaga setidak tidaknya cek kontrol lenyap mafia,-4,Negatif
strategimu semoga jitu pakaku menyesal memilih sakit hti menghujatmu buktikan prabowo presiden omon rakyat trllu mencintaimu berharap jenderal buatlah sejarah negrimu trllu tikus rakus,1,Positif
rakyat indonesia mendukung mu presiden,1,Positif
omon,0,Netral
nama tangkap bulanini the best gas level tertinggi pemberantasan korupsi,-2,Negatif
tolong sah uu perampasan aset,0,Netral
jalankan penyerahan pemberian aset perampasan aset,0,Netral
imbang jokowi,0,Netral
semangat riza khalidroy suryo ditangkap,0,Netral
dagelan prabowo,1,Positif
bapaksiapaygmembuatkeributandiindonesiaharusbapakhentikankapanperludiusirdarijndonesiainiemangnyanenekmoyangnyaygpunyaindonsiainikalaubapakparabowotidakmelakukanygpositifbapakparabowobakansulimemimpinnegaraini,0,Netral
probowo arus ukum mati korupsi persiden terkuat segani rakyat indonesia takuti pejahat korupsi cotoh cina sukses rakyat abang pempinya,-1,Negatif
tangkvap orang kakap korupsibukankah,0,Netral
ciri orang jokowi kebal hukum lihat silvesterridwan kamilkofifah indra riza khalid polisi kpk orang jokowi,1,Positif
rakyat berdoa semoga prabowo menghancurkan koruptor,-1,Negatif
mafia minyak setoran pelindung,-1,Negatif
oh ndanai baalawi,0,Netral
riza calid dihantam rakyat,0,Netral
untung anis presidennyakalau anis presiden rc kuat,1,Positif
rakyat indonesia barisan prabowo senantiasa mendukung pergerakan bapan pemeriksa keuangan kwtr doa semoga prabowo sklrg pembela senantiasa kesehatan dsb indonesia hgg rakyat jelata merasakan sejatinya kemakmuran kemakmuranya penderitaan,-3,Negatif
pemberi modal kampanye,1,Positif
presiden dagelan sibuk cari kambing hitam,-1,Negatif
tangkap orang kirim mata mata malaydes singapura,-2,Negatif
kandidat samping,-1,Negatif
reja calid gkap adili,0,Netral
buktikan rayat mendukung,0,Netral
pelakunya teroris polri tersentuh,-1,Negatif
bertindak wok omon omon doang,-1,Negatif
ditangkap diproses hukum sidang berteletele kasih abolisi amnesti menghambur hamburkan uang rakyat menimbulkan mosi percaya prabowo salam waras salam nkri harga mati,2,Positif
kembalikan uang rakyat rakyat azab dunia akhirat insya allah koruptor cepat lambataamiin yarobbal aalamiin,0,Netral
raja migas bayang menghantui nkri jerat hukum mati,0,Netral
uu aspirasi rakyat hukum lemah korupsi merajalela,-2,Negatif
sejarah membuktikan sekuat apapun melawan pemerintah sah kalah,-2,Negatif
ayo prabowo zakatkan sisa umurmu rakyat pemimpin allah be with you always,1,Positif
ah percaya kenal baiksudahlah negara sebentar ambruk,-1,Negatif
prabowo omon cvk,0,Netral
riza chalid wajahnya rizieq shihab,0,Netral
dikitdikit menyalahkan asing,0,Netral
hukum alam,0,Netral
serahkan kerakyat tni melindungi dysoalnya pro tni biarkan hukum alam kasih perintah langsung bertindak rakyat siaga,0,Netral
menggiring konten negatif presiden prabowo ternak mavia berseru rakyat pesimis kinerja pro beliau beliau membasmi hama negara,-1,Negatif
bicara presiden buktikan angkap koroptor rakyat merampokruma koroptor jalan demo lebi,0,Netral
kejaar koruptorr cinaa mampusiinnn koruptorhati prabowo bayak orang baaik bp menusuk cari keuntungan pribadi musuh selimut,-2,Negatif
selamatkan bangsa presidenmiskinkan koruptor penjilat laknat bumi indonesia,-1,Negatif
kondisi bangsa rusak semenjak reformasi terparah jokowi berkuasaorang baikjujurtegasdan amanah tersingkirklo muncul orang baikjujurtegas amanahjustru musuhidi fitnahdan disingkirkanmakanya prabowo berusaha menangkap koruptorpasti penjilat memusuhibahkan berusaha menggulingkan presidensabar presidenkarena tujuan semoga tujuan luhur bapan pemeriksa keuangan tercapai memperjuangkan rakyat,2,Positif
disentuh kejagung memenuhi janjinya buktikan,-1,Negatif
reformasi total sistem pemerintahan makan duit haram riza chalid prabowo jeli kabinet relasi partai koalisi terikat balas budi riza chalid,-1,Negatif
bin hakim pemerintah beli hukum bergerak bajai sopirnya lumpuh orang bayaran r chalid,0,Netral
bapan pemeriksa keuangan mmbuat koruptor hukumtangkap sehat,0,Netral
presiden memberantas kejahatan menyusahkan kebanyakan rakyat tugad muliasemoga bapan pemeriksa keuangan sehat dilindungi allah swt,2,Positif
hukum mati koruptor prabowo rakyat indonesia sabang merauke mendukung mu bersihkan koruptor bumi pertiwi indonesia gemah ripah loh jinawi rakyat hidup sejahtera negara maju,0,Netral
demo danatur,-1,Negatif
mantap pres,1,Positif
why untouchable,-1,Negatif
bohong pakai,-1,Negatif
buktikan presiden omon omon ajakarena stabilitas bapan pemeriksa keuangan pertaruhkan,2,Positif
riza alit bukansemaorang orang iya asing krup berjamahah pertamina,0,Netral
mukanya resakalit kasih tanda mukanya kayak muka garong,-2,Negatif
manusia bersekutu iblis,-1,Negatif
tangkap secepatnya kebal hukumpenjarakan terbukti ri presiden berkuasa raja bapan pemeriksa keuangan prabowo,3,Positif
undang perampasan aset sahkan pakbiar orang koropsi mikir,1,Positif
hajarrr prabowo rakyat halall,0,Netral
sah ruu perampasan aset aset sita negara kemana harta,0,Netral
buktikan presiden prabowo rakyat mendoakan hendropiyono jaman suharto duri daging,-1,Negatif
indak sikat kelpok yaman,0,Netral
sikat masyarakat mendukung prabowo maju president seumur hidup,0,Netral
kerja tim sr prabowo subianto seenak dengkul pidato isi sok bergerak ambil contoh penjilat handal omon omon,-3,Negatif
riza colid orang ciptaan tuhan tuhan,3,Positif
kawan kawan beliau tni beliau komandan kopasus beliau ahli membaca beliau ahli strategi lihat kepemimpinannya koruptor dibredel ratusan ratusan triliun bersabarlah orang tulus rakyat indonesai prabowo gud dur gbu presiden,4,Positif
bohong doang prabowocuma omon doang banci,-2,Negatif
lanjutkan prabowo rakyat indonesia,1,Positif
astagfirulloh koruptor miskinkan rakyat miskinkoruptor biadab ngisap darah rakyat,-1,Negatif
pendapatan milyarhari hukum mati,0,Netral
nangkap mafia nangkep silvester,-1,Negatif
niat menangkap koruptor abolisi amnesti,-1,Negatif
riza chalid manusia kesayangan jokowi manten gibran jet pribadi,1,Positif
negara dah koropsi kayak indah,-2,Negatif
koruptor miskin byar utang negara,-2,Negatif
dilantik prabowo berteriak bukti bertindak prabowo teriak bisen kali,-3,Negatif
diadili dirampas hartanya hukum mati,0,Netral
riza chalid mafia migas kaitkan dalang kerusuhan menyambung riza chalid kepentingan politik republik kepentingan politik mulyono pastiapa untungnya riza chalid republik kacau merugikan,-2,Negatif
polisi interpolmasak tangkat riza khalid orang gercep jokowi aman silfester lolos indonesia,-1,Negatif
dalang,0,Netral
lanjutkan prabowo takut bersatu rakyat membrantas mafia,-1,Negatif
alaaaaah rakyat kere jelata masak sakti tongkat musa ditangan polici dicariii hadeeeh dimana malunya ketutup saweran,-1,Negatif
jaman surabaya aman kali,-1,Negatif
awasi imigran yaman tangkap makar korupsi suka provokasi rakyat,-1,Negatif
mantap prabowo negara kalah mafia antek anteknya mafia minyak mafia politik,-5,Negatif
kebagian jatah,0,Netral
setoran kuat hukum,0,Netral
penegak hukumnya dibenahi insyaa allah koruptor dibabat habis,1,Positif
bro membiayai demo tujuannya demo mengeluarkan biaya mustahil demo pesanan sponsornya dimana sang sponsorpun keuntungan demo danainya,-3,Negatif
amarah rakyat asli,0,Netral
semangat pakai prabowo hati dibelakang bapan pemeriksa keuangan,0,Netral
singapura menikmati hasil tambangtiap kali bantuan kepeda rakyat nyakaya meskin bantuanini orang,0,Netral
ariza chalid seram mukanya,-1,Negatif
dalang tangkap tangkap keroco,-2,Negatif
biarpun sekuat apapun riza halid prabowo serius presiden negara tni,-1,Negatif
kekusaan kalah melawan koruptor karungin lansung,-1,Negatif
berantas koruptorkarena kenyataannya keadaannya negeri contoh riza khalid tertangkap berpengaruh apapun minyak,-1,Negatif
menga emerinta tida metuskan permintaan domo rampasan aset kosi keadilan tunjagan tunjagan ruma tungu,0,Netral
hati hati orang keturunan yaman,0,Netral
riza chalid target utama pemerintah wujud pembasmian koruptor,1,Positif
dalang anjayy ah,0,Netral
menunggu buktijgn omon omon,-1,Negatif
indonesianegara dikibulin koruptor,0,Netral
lindungilah yatuhan mencari kebenaran bangsa neg kuasa ditangan mu amin,0,Netral
kalah hama negara,-2,Negatif
tangkap paa mosok negara kalaaah,-1,Negatif
menunggu pernyataan presidensemoga omonomooooonn,-1,Negatif
sual rc kuat pejabat menikmati hasil kejahatannya,-1,Negatif
riza chalid cucu alwi,0,Netral
berguru prabowo presiden korea utara,2,Positif
tangkap hukum orang yaman indonisia baxak kroni xa indonisia,-1,Negatif
ku percaya omongannya listyodi kasih uang tutup perkasa,1,Positif
koripsi tangkap,-1,Negatif
riza halid klan baalawi biang kekacauan indonesiaayo usut pengacau,-1,Negatif
you pakai presiden,1,Positif
ayo buktikan tangkap riza halidpak presiden masyarakat indomemdukung mu,1,Positif
kereeenn,0,Netral
gila keren banget,1,Positif
negara kendalikan ketum parpol parpol lebur partai nkri partai oposisi anggota dewan perwakilan rakyat mengurangi anggaran berguna mdh lihat jahat,-3,Negatif
mantap omon rakyat mendukung,1,Positif
